Lineups,TEAM,GP,MIN,OffRtg,DefRtg,NetRtg,AST%,AST/TO,AST Ratio,OREB%,DREB%,REB%,TO Ratio,eFG%,TS%,PACE,PIE
H. Barnes - D. Sabonis - M. Monk - K. Huerter - D. Mitchell,SAC,20,48,94.4,120.4,-26,62.2,1.92,16.5,16.7,75,42.9,0.1,45.5,50.7,107.9,36
J. Butler - T. Rozier - B. Adebayo - C. Martin - D. Robinson,MIA,12,48,107.9,105.3,2.7,38.5,1.36,11.3,32.1,76.9,51.1,0.1,48.9,53.9,97.19,49.8
J. Valanciunas - C. McCollum - B. Ingram - Z. Williamson - T. Murphy III,NOP,7,48,120.8,119.2,1.6,60,3,20.5,33.3,71.1,52.2,0.1,58.7,60.8,99.63,52.1
K. Durant - E. Gordon - J. Nurkic - G. Allen - K. Bates-Diop,PHX,6,48,132,124.5,7.5,72.3,2.43,23.4,23.5,82.1,54.8,0.1,67.9,71.9,100.41,54.9
K. Irving - D. Jones Jr. - M. Kleber - L. Doncic - J. Green,DAL,7,48,135,106.3,28.8,63.8,2.73,22.1,17.1,68.6,47.7,0.1,67.7,71.6,98.96,63.5
K. Olynyk - G. Trent Jr. - O. Agbaji - J. Freeman-Liberty - G. Dick,TOR,4,48,113.1,117,-3.9,59.1,1.73,18.3,33.3,71,47.6,0.2,53.2,56.2,99.81,43.6
M. Conley - R. Gobert - K. Anderson - N. Alexander-Walker - N. Reid,MIN,13,48,110.1,95.8,14.3,80.6,1.21,22.1,36.1,69.4,55.3,0.3,61.1,63.8,91.24,56.2
P. Siakam - G. Trent Jr. - P. Achiuwa - M. Flynn - S. Barnes,TOR,16,48,112.6,102.9,9.7,70.7,2.42,18,46.2,60,52.5,0.1,47.5,51.4,102.35,52.3
R. Jackson - K. Caldwell-Pope - A. Gordon - N. Jokic - C. Braun,DEN,22,48,117.6,82.7,34.9,68,2.62,22.2,30.6,76.4,58.2,0.1,64.9,67.2,105.38,77.9
S. Dinwiddie - B. Simmons - D. Finney-Smith - M. Bridges - C. Thomas,BKN,4,48,124.5,101,23.5,62,7.75,22,16,80.7,50.5,0,59.5,61.3,103.36,60.9
D. Jones Jr. - L. Doncic - G. Williams - J. Green - D. Lively II,DAL,8,47,121.4,109.1,12.3,62.8,3.38,19.7,25.5,86.4,54.9,0.1,60.2,62.6,101.36,54.9
G. Harris - W. Carter Jr. - F. Wagner - P. Banchero - A. Black,ORL,6,47,85.9,122.7,-36.8,55.6,1.25,12.5,24.5,76.3,46.2,0.1,37.2,43.7,97.41,28
H. Barnes - D. Sabonis - D. Fox - M. Monk - K. Huerter,SAC,16,47,112.1,125.9,-13.7,72.7,3.56,21.2,24,66.7,43.5,0.1,54.4,58.1,112.68,41.3
K. Anderson - M. Morris - N. Alexander-Walker - N. Reid - A. Edwards,MIN,14,47,105,91.8,13.1,71.4,2.08,18.1,25,65.2,44.7,0.1,52.5,58.5,102.45,57.9
K. Dunn - L. Markkanen - C. Sexton - W. Kessler - S. Fontecchio,UTA,11,47,134.9,105.8,29.1,66.7,3.09,20.7,44.6,76.5,59.8,0.1,58.2,61.9,108.05,59.8
K. Durant - E. Gordon - B. Beal - J. Nurkic - D. Booker,PHX,7,47,126,114.9,11.1,77.8,2.19,24.3,34.1,76.1,56.3,0.2,63.7,66.1,97.89,56.2
R. O'Neale - B. Simmons - D. Finney-Smith - M. Bridges - C. Thomas,BKN,5,47,72.2,128.7,-56.5,69.2,0.95,13.8,29.3,64.7,45.9,0.2,35.7,39,100.34,18.5
S. Dinwiddie - D. Finney-Smith - M. Bridges - N. Claxton - C. Thomas,BKN,11,47,104.9,104,0.9,57.1,1.6,18.2,16.3,77.8,47.7,0.1,58,59.8,103.38,54.6
S. Dinwiddie - R. O'Neale - D. Finney-Smith - M. Bridges - C. Johnson,BKN,15,47,106.8,128.7,-21.9,77.8,2.33,20.6,10.6,75,40.2,0.1,55.4,58.2,103.37,37.9
S. Dinwiddie - R. O'Neale - D. Finney-Smith - M. Bridges - C. Thomas,BKN,12,47,103.6,112.1,-8.5,63.4,6.5,17.7,17.2,78.8,44.8,0,50.5,52,109.7,44.6
T. Rozier - B. Adebayo - C. Martin - D. Robinson - J. Jaquez Jr.,MIA,9,47,90.7,107.4,-16.6,67.7,1.4,16.3,23.9,64.8,46,0.2,50,52,98.25,45.9
B. Bogdanovic - K. Hayes - I. Stewart - J. Ivey - J. Duren,DET,5,46,125.5,136.1,-10.6,71.2,3.36,25.9,21.6,67.3,47.7,0.1,64.9,66.3,102.07,49.7
B. Lopez - D. Lillard - K. Middleton - B. Portis - M. Beasley,MIL,23,46,90.9,102.9,-11.9,48.7,1.36,13.1,29.1,80,53.3,0.1,46.3,49.7,112.1,42.5
J. Butler - T. Rozier - B. Adebayo - C. Martin - T. Herro,MIA,7,46,121.9,107.2,14.7,71.7,3,24.1,18.6,76.3,45.7,0.1,64.6,65.1,101.35,54.8
J. Randle - I. Hartenstein - J. Hart - D. DiVincenzo - I. Quickley,NYK,15,46,105.1,100,5.1,62.2,1.28,16.5,43.2,67.9,56.7,0.2,52.5,57.1,105.18,53.9
P. Tucker - J. Harden - P. George - I. Zubac - T. Mann,LAC,4,46,127.2,112.6,14.5,62.5,2.5,23.3,20.6,78.3,53.8,0.1,66,68.2,97.46,54.4
R. O'Neale - D. Smith Jr. - L. Walker IV - N. Claxton - C. Thomas,BKN,10,46,92.6,96.9,-4.3,75.8,1.19,18.2,34.6,67.3,51,0.2,47,50.1,100.21,51
R. Westbrook - K. Leonard - M. Plumlee - N. Powell - A. Coffey,LAC,15,46,100,105.6,-5.6,65,2.89,17.9,22.4,65.2,41.3,0.1,46.4,50.4,111.41,45
S. Curry - G. Williams - N. Richards - T. Mann - B. Miller,CHA,7,46,96.7,89,7.7,65.6,1.24,17.1,24.4,82.2,53.3,0.2,49.3,52.4,94.34,52.7
S. Curry - K. Thompson - D. Green - J. Kuminga - B. Podziemski,GSW,14,46,114.2,116.3,-2.2,63.3,2.07,20.5,31.1,80.4,56,0.1,59.8,61.6,109.51,50.1
A. Horford - J. Holiday - J. Tatum - L. Kornet - P. Pritchard,BOS,11,45,104.7,118.7,-14,52.8,1.73,16.1,28.9,79.4,50.6,0.1,51.3,53.3,94.93,40
B. Lopez - D. Lillard - J. Crowder - K. Middleton - M. Beasley,MIL,9,45,107.7,138.6,-30.9,71.4,2.31,21.1,17.8,68.3,41.9,0.1,58.1,60.8,108.28,38.4
C. Paul - S. Curry - K. Thompson - J. Kuminga - T. Jackson-Davis,GSW,8,45,117.9,112.9,5,66.7,4,20.4,26.4,66.7,46.2,0.1,53.3,56,99.5,54.8
D. McDermott - T. McConnell - O. Toppin - J. Smith - B. Sheppard,IND,9,45,130.6,107.6,22.9,77.6,4.09,26.2,37.3,72.7,53.7,0.1,63.4,63.7,112.64,58.5
G. Hayward - T. Rozier - M. Bridges - M. Williams - B. Miller,CHA,4,45,102.2,114.4,-12.2,56.8,1.4,16.8,31.1,68.2,49.4,0.2,53.1,55.1,96.8,43.2
J. Allen - M. Strus - D. Garland - D. Wade - E. Mobley,CLE,4,45,98.9,100,-1.1,73.5,1.56,19.2,30.6,78.4,55,0.2,46.8,50.4,97.45,52.8
K. Anderson - K. Towns - J. McLaughlin - N. Alexander-Walker - N. Reid,MIN,9,45,92,78.1,13.9,86.1,1.55,22.5,16.3,88.1,51.8,0.2,53.8,55.2,105.61,61.2
K. Middleton - G. Antetokounmpo - C. Payne - B. Portis - P. Connaughton,MIL,13,45,125.8,128.1,-2.4,78.7,2.85,26.1,21.6,81.1,51.4,0.1,65.4,66.9,102.18,52.4
K. Olynyk - C. Sexton - T. Horton-Tucker - O. Agbaji - W. Kessler,UTA,6,45,118.3,93.4,24.9,80,2.13,22.2,40.4,75.6,56.7,0.2,53.8,56.4,98.83,57.4
K. Olynyk - G. Trent Jr. - R. Barrett - I. Quickley - G. Dick,TOR,9,45,107.9,115.8,-7.9,64.4,1.93,20.6,25,88.4,56.3,0.1,57.6,58.4,107.36,45
K. Oubre Jr. - B. Hield - T. Maxey - P. Reed - K. Martin,PHI,10,45,116,124.7,-8.8,59.1,1.73,20.8,14.7,67.5,43.2,0.2,64.3,66.6,102.43,46.4
M. Muscala - D. Wright - D. Avdija - C. Kispert - B. Coulibaly,WAS,7,45,93.1,111.2,-18.2,66.7,1.04,17.3,29.2,75,51.1,0.2,50.6,53.3,106.09,40.1
M. Turner - B. Hield - P. Siakam - T. Haliburton - A. Nesmith,IND,3,45,143.8,113,30.8,74,3.08,24.7,37,73.1,56.1,0.1,66.7,67.8,105.34,57.6
S. Pippen Jr. - J. Goodwin - J. LaRavia - G. Jackson - T. Jemison,MEM,3,45,128.4,118.6,9.9,58.3,3.11,20.6,28.9,64.9,45.1,0.1,60.9,62.7,103.16,51.7
B. Lopez - D. Lillard - G. Antetokounmpo - M. Beasley - A. Jackson Jr.,MIL,10,44,112.6,126.5,-13.9,58.3,1.91,16.3,26,59.6,42.3,0.1,52.4,56.9,105.32,41.9
C. LeVert - G. Niang - D. Mitchell - J. Allen - M. Strus,CLE,17,44,130.4,105.4,25.1,61.7,4.14,21.6,31.8,70.3,49.4,0.1,60,62.4,101.68,56.8
D. McDermott - T. McConnell - O. Toppin - I. Jackson - B. Sheppard,IND,8,44,129,98.9,30.1,60,3.33,21.3,38.3,71.4,53.9,0.1,60,60.9,101.19,59.4
D. Vassell - J. Champagnie - M. Branham - J. Sochan - V. Wembanyama,SAS,7,44,110,120.7,-10.7,73.7,2.15,22.4,17.9,57.1,41.1,0.1,59.3,62,99.9,49.8
G. Antetokounmpo - C. Payne - B. Portis - P. Connaughton - M. Beauchamp,MIL,14,44,115.8,106.1,9.7,66.7,1.86,19.7,25.6,69,47.1,0.1,57.4,60.9,104.99,49.2
G. Harris - G. Bitadze - F. Wagner - J. Suggs - P. Banchero,ORL,10,44,119.6,120.7,-1.1,56.1,1.92,18.7,21.1,70.5,47.6,0.1,61.7,64.4,99.66,50.2
G. Harris - J. Isaac - F. Wagner - J. Suggs - P. Banchero,ORL,9,44,106.2,101,5.2,56.4,2.2,15.9,35.8,75,53.6,0.1,47.3,52.1,106.89,54.3
J. Harden - P. George - N. Powell - D. Theis - A. Coffey,LAC,15,44,124.5,108,16.4,70.2,3.3,25.4,9.7,70.2,46.2,0.1,70.8,71.5,99.18,59.7
K. Irving - D. Jones Jr. - L. Doncic - J. Green - D. Lively II,DAL,8,44,115.6,103.2,12.3,48.7,1.73,15.4,30.4,75,53.2,0.1,52.9,57,100.81,53
K. Irving - P. Washington - L. Doncic - D. Gafford - J. Green,DAL,9,44,89.2,114.4,-25.2,65.8,1.19,17.6,27.8,72,49,0.2,47.2,48.3,111.37,35.6
K. Olynyk - J. Clarkson - L. Markkanen - J. Collins - K. George,UTA,8,44,129.3,108.3,21,66.7,1.67,21.7,45.7,66.7,57.5,0.2,64.6,67.4,102,57.2
K. Towns - N. Alexander-Walker - N. Reid - A. Edwards - J. McDaniels,MIN,19,44,147.8,103.3,44.5,56.6,2.73,23.8,22.2,62.2,47.2,0.1,77.5,78.4,98.69,67.2
M. Conley - R. Gobert - K. Anderson - J. McLaughlin - N. Alexander-Walker,MIN,11,44,100,98.9,1.1,87.9,1.61,24,8.8,82.9,49.3,0.2,59.8,62,97.89,55.5
T. Jones - S. Mamukelashvili - J. Champagnie - M. Branham - V. Wembanyama,SAS,4,44,114.7,94.8,19.9,73.3,4.13,22.6,32.1,67.3,49.5,0.1,52.5,53.4,103.09,60.4
T. Thompson - C. LeVert - G. Niang - S. Merrill - C. Porter Jr.,CLE,10,44,154.4,103.2,51.3,69.8,3.36,25.5,43.9,75,60.7,0.1,73.1,72.9,101,66.9
B. Bogdanovic - J. Hart - D. DiVincenzo - P. Achiuwa - M. McBride,NYK,11,43,81.6,108.5,-26.9,84.6,1.22,18.5,26.2,66,47.2,0.2,44,47.9,101.59,34.2
C. LeVert - D. Mitchell - J. Allen - M. Strus - D. Garland,CLE,12,43,130,95.4,34.6,70,2,20.9,38.6,82.5,59.5,0.2,61.1,64.2,99.28,62.8
C. Paul - K. Thompson - D. Saric - J. Kuminga - B. Podziemski,GSW,9,43,123.3,89.7,33.7,73.8,3.88,23.7,23.3,84.4,54.5,0.1,59.8,62,99.02,67.6
D. Jordan - R. Jackson - J. Strawther - C. Braun - P. Watson,DEN,10,43,103.3,115.1,-11.9,63.2,2.67,18.5,30.8,67.4,48,0.1,49.4,50.4,99.45,42.3
J. Grant - A. Simons - D. Ayton - K. Murray - T. Camara,POR,3,43,109.1,109.2,-0.1,72.2,1.37,19.7,40,75,54.5,0.2,52.5,55.8,96.92,43.9
J. Richardson - B. Adebayo - D. Robinson - H. Highsmith - J. Jaquez Jr.,MIA,6,43,100,110.1,-10.1,68.6,1.5,18.3,32.6,67.4,50,0.2,51.3,53.6,101.74,46.4
J. Richardson - C. Martin - D. Robinson - O. Robinson - J. Jaquez Jr.,MIA,6,43,113.2,93.3,19.9,60.5,2.09,18.4,24.4,87.5,57,0.1,53.8,57.7,101.44,58.8
K. Anderson - K. Towns - S. Milton - N. Alexander-Walker - N. Reid,MIN,13,43,114.6,109.3,5.3,55.3,3,15.9,30,69.8,48.4,0.1,47.1,54.9,108.95,50.6
K. Love - J. Richardson - B. Adebayo - D. Robinson - J. Jaquez Jr.,MIA,6,43,114.6,104.8,9.8,62.9,2.44,18.5,22,77.8,51.2,0.1,56.2,61,96.53,55.9
K. Lowry - K. Love - J. Butler - J. Richardson - J. Jaquez Jr.,MIA,10,43,125.9,108.2,17.6,71.1,3,22.5,21.6,78.1,47.8,0.1,62.3,65.4,95.02,55.5
N. Batum - T. Harris - B. Hield - T. Maxey - P. Reed,PHI,9,43,100,96.6,3.4,63.6,2.63,17.8,22.4,68.9,44.7,0.1,46.3,49.8,96.55,50.5
R. Westbrook - J. Harden - M. Plumlee - N. Powell - A. Coffey,LAC,10,43,136.7,121.1,15.6,73.2,2.73,23.4,24.2,67.4,49.4,0.1,67.1,72.1,100.15,56.6
T. Brown Jr. - C. Metu - J. Wiseman - J. Ivey - M. Sasser,DET,5,43,93.4,109.6,-16.2,47.1,0.89,13.8,19.6,82.1,48.2,0.2,49.4,51.5,102.42,36.2
A. Burks - B. Bogdanovic - J. Hart - P. Achiuwa - M. McBride,NYK,11,42,84.1,127.4,-43.3,65.2,0.88,12.9,31,72.5,51.2,0.2,44.4,51.5,99.07,27.9
C. LeVert - D. Mitchell - J. Allen - D. Wade - I. Okoro,CLE,17,42,95.8,106.3,-10.5,69,1.25,16.5,14.3,82.1,50,0.2,56.5,62.3,107.97,50.4
C. LeVert - G. Niang - D. Mitchell - M. Strus - E. Mobley,CLE,14,42,128,117.6,10.4,68.9,2.21,22.3,22.2,73.8,50,0.1,63.8,69.3,108.73,58.4
D. Lillard - G. Antetokounmpo - B. Portis - P. Connaughton - A. Jackson Jr.,MIL,12,42,119.8,123.3,-3.6,64.1,1.92,20.2,25,66.7,43.8,0.1,64.7,67.2,103.63,45.3
K. Irving - T. Hardaway Jr. - D. Powell - D. Jones Jr. - J. Green,DAL,6,42,136.5,134.9,1.5,57.1,3,19.2,40.5,70,54.9,0.1,62.7,64.1,95.96,49.1
K. Irving - T. Hardaway Jr. - M. Kleber - P. Washington - L. Doncic,DAL,15,42,107.4,85.7,21.7,55.3,1.75,16.4,24.5,66,45.5,0.1,53.5,56.2,111.26,61.3
K. Lowry - J. Butler - B. Adebayo - H. Highsmith - T. Herro,MIA,5,42,130.7,122.4,8.3,66.7,2.8,22.4,25.7,74.4,51.4,0.1,63.8,67.8,99.24,55.5
M. Brogdon - M. Thybulle - S. Henderson - J. Walker - D. Reath,POR,8,42,130.8,109.1,21.7,59.1,2.6,19.7,35.7,71.4,51.9,0.1,60.1,63.8,101.32,55.6
R. Jackson - J. Holiday - K. Caldwell-Pope - N. Jokic - M. Porter Jr.,DEN,4,42,160.5,118.6,41.9,70.4,3.8,28.1,37.9,73.7,58.2,0.1,77.8,78,97.15,62.9
R. Westbrook - J. Harden - K. Leonard - N. Powell - D. Theis,LAC,14,42,94.5,87.8,6.7,65.6,1.75,17.2,22,74,48,0.1,46.8,50.3,103.13,56
S. Gilgeous-Alexander - I. Joe - A. Wiggins - J. Williams - C. Wallace,OKC,14,42,123.3,117.6,5.8,64.9,2.18,19,30.8,66.7,48.7,0.1,59.6,64.7,104.05,52.6
B. Bogdanovic - I. Livers - C. Cunningham - J. Ivey - J. Duren,DET,8,41,121.7,138.6,-16.9,66.7,1.86,21.1,40,63.2,52.1,0.2,63.2,64.2,96.77,42.1
D. Ayton - D. Banton - S. Henderson - J. Walker - K. Murray,POR,7,41,89.9,109.4,-19.5,61.3,0.95,15.8,31.7,72.1,52.4,0.2,47.9,51.3,101,39.8
J. Clarkson - J. Collins - W. Kessler - S. Fontecchio - K. George,UTA,4,41,100,124.7,-24.7,64.3,1.64,16.1,26.7,67.6,45.1,0.1,47.9,50.8,96.42,37.7
J. Collins - O. Yurtseven - O. Agbaji - S. Fontecchio - K. George,UTA,3,41,84.9,135.3,-50.4,60.7,0.81,14.7,29.5,83.3,53.8,0.2,43.7,47.9,100.47,26
J. Hart - J. Brunson - D. DiVincenzo - M. Robinson - M. McBride,NYK,7,41,124.7,100,24.7,57.9,2,17.3,51,80,63.1,0.1,52.4,54.1,96.55,58.2
J. Randle - O. Anunoby - I. Hartenstein - J. Hart - J. Brunson,NYK,8,41,131.5,71.3,60.2,46.5,1.82,16.1,38.5,83.3,63.2,0.1,56.3,62.8,102.9,86.3
J. Valanciunas - C. McCollum - M. Ryan - H. Jones - J. Hawkins,NOP,7,41,108.2,110.3,-2.1,60,1.75,18.3,22.5,57.1,41.6,0.1,57.7,59.3,101.09,49
O. Anunoby - J. Hart - J. Brunson - Q. Grimes - P. Achiuwa,NYK,9,41,134.1,88.6,45.5,53.7,2.44,18.8,32.5,64.4,49.4,0.1,61.5,63.4,99.96,69.7
O. Anunoby - J. Hart - Q. Grimes - P. Achiuwa - M. McBride,NYK,9,41,104.8,84,20.9,57.1,1.6,13.7,36.7,75,56.4,0.1,43.4,50.5,96.04,65.7
T. Rozier - B. Adebayo - D. Robinson - H. Highsmith - J. Jaquez Jr.,MIA,9,41,103.5,101.2,2.3,62.2,1.53,19.7,22.2,84.1,56.3,0.2,58.6,58.8,99.09,51.9
V. Micic - M. Bridges - G. Williams - N. Richards - B. Miller,CHA,4,41,92.9,133.7,-40.9,53.1,1.42,15.6,19.5,67.5,43.2,0.1,48.6,51,96.62,34.7
W. Carter Jr. - F. Wagner - J. Suggs - P. Banchero - C. Houstan,ORL,5,41,120.5,102.4,18.1,77.8,2.33,23.5,21.1,71.4,47.5,0.1,60.6,63.7,97.25,57.7
A. Davis - D. Russell - C. Wood - T. Prince - A. Reaves,LAL,13,40,105.9,137.1,-31.2,43.8,1.75,12.7,24.4,64.3,43.7,0.1,50,53.9,103.66,35.8
B. Bogdanovic - I. Stewart - C. Cunningham - J. Ivey - J. Duren,DET,3,40,129.4,104.9,24.5,76.7,2.75,25.4,37.5,90.5,67.6,0.1,68.1,68.4,100.87,63.6
B. Lopez - P. Beverley - K. Middleton - G. Antetokounmpo - M. Beasley,MIL,2,40,116.3,126.4,-10.2,71.1,2.45,22.5,19.4,82.4,50,0.1,59,61.5,104.67,46.9
D. Rose - B. Biyombo - J. Jackson Jr. - D. Bane - D. Roddy,MEM,5,40,102.4,118.1,-15.7,69.4,1.92,22.5,8.6,69.6,43.2,0.2,58.6,59.2,100.14,43.9
J. Green - A. Holiday - J. Green - J. Tate - T. Eason,HOU,13,40,98.9,104.5,-5.6,60.6,1.33,16.1,35.7,76.7,56.5,0.2,52.8,54.2,106.33,46.8
J. Harden - K. Leonard - I. Zubac - A. Coffey - T. Mann,LAC,8,40,101.2,139.2,-38,62.5,1.82,17.7,26.3,66.7,47.5,0.1,51.4,56.2,96.79,40.8
J. Hart - D. DiVincenzo - P. Achiuwa - M. McBride - J. Sims,NYK,6,40,101.3,84.4,16.9,67.9,1.73,17.6,26.2,74.4,50.6,0.1,51.4,52.8,92.88,60.6
J. Ingles - G. Bitadze - J. Suggs - P. Banchero - A. Black,ORL,13,40,122.5,94,28.5,72.5,2.42,22.1,34.2,65.2,51.2,0.1,58.6,63.3,104.2,72.7
M. Bridges - C. Martin - P. Washington - N. Richards - B. Miller,CHA,5,40,106.5,127.5,-21,64.5,1.33,18.5,34.3,65,50.7,0.2,54.6,57.3,93.83,40.8
N. Batum - T. Harris - D. Melton - T. Maxey - P. Reed,PHI,7,40,133.8,112.2,21.6,66.7,2.36,22,33.3,60.5,48.1,0.1,63.7,66.5,97.48,57.3
N. Vucevic - Z. LaVine - T. Craig - C. White - P. Williams,CHI,10,40,102.3,93.1,9.2,43.3,1.63,12.4,14.6,69.6,43.7,0.1,47.1,55,104.92,53.2
P. Mills - J. Butler - T. Rozier - B. Adebayo - N. Jovic,MIA,3,40,125.6,69.1,56.5,69.2,3.38,23.9,12.9,87.5,54.9,0.1,64.3,67.2,98.7,82
S. Gilgeous-Alexander - L. Dort - I. Joe - J. Giddey - C. Holmgren,OKC,24,40,131.8,78.7,53.2,48.8,1.54,16.5,38.2,68.6,56.5,0.1,62.7,67.8,105.08,83.9
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
